484	0.272757 0.0824464 0.314486 0.33031 
485	0.242914 0.105901 0.321394 0.329791 
486	0.256092 0.119181 0.293941 0.330786 
487	0.251793 0.157426 0.263679 0.327103 
488	0.318879 0.0210588 0.329479 0.330583 
489	0.264961 0.0893566 0.327179 0.318504 
490	0.268148 0.0965518 0.304714 0.330586 
491	0.329098 0.0210916 0.325713 0.324097 
492	0.293571 0.0430791 0.331808 0.331542 
493	0.222373 0.129882 0.315459 0.332286 
494	0.22077 0.122978 0.325776 0.330475 
495	0.312065 0.201179 0.258825 0.227931 
496	0.31985 0.0263668 0.326797 0.326986 
497	0.245043 0.0950578 0.327541 0.332358 
498	0.31053 0.214833 0.145208 0.329429 
499	0.221595 0.18606 0.274332 0.318013 
